title,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9
B751025206PH04PHOT68_bureauJMT_01_8_2_032,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_033,1.1. Photographie,2.1. Architecture,2.1.2.1 Pierre tombale,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_034,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_035,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_036,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_037,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_038,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_039,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.7 Niche,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_040,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,2.1.2.1 Pierre tombale,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_041,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_042,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_043,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_044,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_045,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_046,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_003,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,3.3. Décor animalier,
B751025206PH04PHOT68_bureauJMT_02_1_10_005,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_006,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_007,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_10_008,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_009,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_010,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1.6 Décor peint,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_011,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_012,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_013,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_014,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_015,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_016,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.6 Décor peint,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_017,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_018,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.4.7 Niche,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_019,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.6 Décor peint,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_020,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,3.3. Décor animalier,,
B751025206PH04PHOT68_bureauJMT_02_1_10_021,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_022,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_023,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_024,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_025,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_10_026,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_027,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.7 Niche,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,3.3. Décor animalier,
B751025206PH04PHOT68_bureauJMT_02_1_10_028,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,3.3. Décor animalier,,
B751025206PH04PHOT68_bureauJMT_02_1_10_029,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_030,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_031,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_032,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_003,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_005,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_006,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_12_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_12_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_12_003,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_12_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_12_005,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.5. Tympan,4. Inscription,4.1 Arménien,,
B751025206PH04PHOT68_bureauJMT_02_1_13_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_003,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_004,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_005,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_006,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_007,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_008,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_009,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_010,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_011,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_012,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_003,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_005,1.1. Photographie,2.1.2.2 Khatchkar,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,4. Inscription,4.1 Arménien,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_006,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_007,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_008,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1.2.2 Khatchkar,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,4. Inscription,4.1 Arménien,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_009,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_010,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_011,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_012,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,2.1.2.3 Monument à colonne ou à stèle quadrilatérale,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_013,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,2.1.2.3 Monument à colonne ou à stèle quadrilatérale,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_014,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.4 Paysage,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_015,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,2.1.2.3 Monument à colonne ou à stèle quadrilatérale,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_016,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_017,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_003,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_005,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_006,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_007,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_008,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_009,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_010,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,4. Inscription,4.1 Arménien,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_011,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_012,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_013,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_014,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_015,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_016,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_017,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_018,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_019,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_020,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.2 Chapiteau,2.1.4bis Elément architectural inséré,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_021,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_022,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_023,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_024,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_025,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4 Elément architectural isolé,2.1.4.4 Fenêtre,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_026,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_027,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_028,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_029,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_030,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_031,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_032,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_033,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_034,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_035,1.1. Photographie,2.1. Architecture,2.1.2.2 Khatchkar,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,4. Inscription,4.1 Arménien,,
B751025206PH04PHOT68_bureauJMT_02_1_15_036,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_037,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_038,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_039,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_15_040,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_003,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_005,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_006,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_007,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_008,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_009,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_010,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_011,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_012,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_16_013,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_003,1.1. Photographie,2.1. Architecture,2.1.2.1 Pierre tombale,2.1.5 Décor sculpté,3.1 Décor figuratif,4. Inscription,4.1 Arménien,,
B751025206PH04PHOT68_bureauJMT_02_1_1_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_005,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_006,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_007,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_008,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_009,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_010,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_011,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_012,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_013,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_014,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_015,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_016,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,4. Inscription,4.1 Arménien,,
B751025206PH04PHOT68_bureauJMT_02_1_1_017,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.3. Décor animalier,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_018,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_019,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_020,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_021,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_022,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_023,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_024,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_025,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_026,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_027,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_028,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_029,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_030,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_031,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_032,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_033,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_034,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
