title,image_url,clustering_id,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9
B751025206PH04PHOT68_bureauJMT_01_8_2_033,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000033.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.2.1 Pierre tombale,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_034,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000034.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_035,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000035.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_036,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000036.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_037,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000037.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_038,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000038.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_039,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000039.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.7 Niche,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_040,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000040.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,2.1.2.1 Pierre tombale,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_041,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000041.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_042,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000042.tif/full/full/0/default.jpg,,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_043,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000043.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_044,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000044.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_045,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000045.tif/full/full/0/default.jpg,,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_01_8_2_046,https://bibliotheque-numerique.inha.fr/i/?IIIF=/43/42/8d/05/43428d05-87a8-468e-abc3-b5e29af34808/iiif/1109_doucet_4PHOT68_bureauJMT_01_8_2_000046.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_001,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000001.tif/full/full/0/default.jpg,,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_002,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000002.tif/full/full/0/default.jpg,,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_003,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000003.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_004,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000004.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,3.3. Décor animalier,
B751025206PH04PHOT68_bureauJMT_02_1_10_005,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000005.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_006,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000006.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_007,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000007.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_10_008,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000008.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_009,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000009.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_010,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000010.tif/full/full/0/default.jpg,,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1.6 Décor peint,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_011,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000011.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_012,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000012.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_013,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000013.tif/full/full/0/default.jpg,,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_014,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000014.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_015,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000015.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_016,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000016.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.6 Décor peint,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_017,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000017.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_018,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000018.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.4.7 Niche,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_019,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000019.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.6 Décor peint,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_020,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000020.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,3.3. Décor animalier,,
B751025206PH04PHOT68_bureauJMT_02_1_10_021,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000021.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_022,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000022.tif/full/full/0/default.jpg,,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_023,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000023.tif/full/full/0/default.jpg,,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_024,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000024.tif/full/full/0/default.jpg,,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_025,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000025.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_10_026,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000026.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_027,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000027.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.7 Niche,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,3.3. Décor animalier,
B751025206PH04PHOT68_bureauJMT_02_1_10_028,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000028.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,3.3. Décor animalier,,
B751025206PH04PHOT68_bureauJMT_02_1_10_029,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000029.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_030,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000030.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_031,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000031.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_10_032,https://bibliotheque-numerique.inha.fr/i/?IIIF=/46/e7/47/74/46e74774-1341-411a-8e6a-f99680bdfb8a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_10_000032.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_001,https://bibliotheque-numerique.inha.fr/i/?IIIF=/28/c2/97/3e/28c2973e-8bb6-47b5-8063-4e1e69905afb/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_11_000001.tif/full/full/0/default.jpg,,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_002,https://bibliotheque-numerique.inha.fr/i/?IIIF=/28/c2/97/3e/28c2973e-8bb6-47b5-8063-4e1e69905afb/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_11_000002.tif/full/full/0/default.jpg,,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_003,https://bibliotheque-numerique.inha.fr/i/?IIIF=/28/c2/97/3e/28c2973e-8bb6-47b5-8063-4e1e69905afb/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_11_000003.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_004,https://bibliotheque-numerique.inha.fr/i/?IIIF=/28/c2/97/3e/28c2973e-8bb6-47b5-8063-4e1e69905afb/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_11_000004.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_005,https://bibliotheque-numerique.inha.fr/i/?IIIF=/28/c2/97/3e/28c2973e-8bb6-47b5-8063-4e1e69905afb/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_11_000005.tif/full/full/0/default.jpg,,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_11_006,https://bibliotheque-numerique.inha.fr/i/?IIIF=/28/c2/97/3e/28c2973e-8bb6-47b5-8063-4e1e69905afb/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_11_000006.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_12_001,https://bibliotheque-numerique.inha.fr/i/?IIIF=/5d/0e/4e/5c/5d0e4e5c-2069-44cf-97ec-2e91162268c3/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_12_000001.tif/full/full/0/default.jpg,,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_12_002,https://bibliotheque-numerique.inha.fr/i/?IIIF=/5d/0e/4e/5c/5d0e4e5c-2069-44cf-97ec-2e91162268c3/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_12_000002.tif/full/full/0/default.jpg,,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_12_003,https://bibliotheque-numerique.inha.fr/i/?IIIF=/5d/0e/4e/5c/5d0e4e5c-2069-44cf-97ec-2e91162268c3/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_12_000003.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_12_004,https://bibliotheque-numerique.inha.fr/i/?IIIF=/5d/0e/4e/5c/5d0e4e5c-2069-44cf-97ec-2e91162268c3/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_12_000004.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_12_005,https://bibliotheque-numerique.inha.fr/i/?IIIF=/5d/0e/4e/5c/5d0e4e5c-2069-44cf-97ec-2e91162268c3/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_12_000005.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.5. Tympan,4. Inscription,4.1 Arménien,,
B751025206PH04PHOT68_bureauJMT_02_1_13_001,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000001.tif/full/full/0/default.jpg,,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_002,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000002.tif/full/full/0/default.jpg,,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_003,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000003.tif/full/full/0/default.jpg,,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_004,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000004.tif/full/full/0/default.jpg,,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_005,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000005.tif/full/full/0/default.jpg,,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_006,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000006.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_007,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000007.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_008,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000008.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_009,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000009.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_010,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000010.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_011,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000011.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_13_012,https://bibliotheque-numerique.inha.fr/i/?IIIF=/3e/6d/63/fb/3e6d63fb-4936-47b7-93c7-76df8b276381/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_13_000012.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_001,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c5/9b/c8/c8/c59bc8c8-7537-46ca-9c2d-ddebfeec5f4a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_14_000001.tif/full/full/0/default.jpg,,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_002,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c5/9b/c8/c8/c59bc8c8-7537-46ca-9c2d-ddebfeec5f4a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_14_000002.tif/full/full/0/default.jpg,,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_14_003,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c5/9b/c8/c8/c59bc8c8-7537-46ca-9c2d-ddebfeec5f4a/iiif/1109_doucet_4PHOT68_bureauJMT_02_1_14_000003.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,,,,,
